text,subject,sender,label
Your Slack verification code is 537-189. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"Urgent invoice payment overdue! Invoice #INV-47 for $2,883.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-47,billing@quickbooks-online-pay.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Your monthly AWS cloud infrastructure billing invoice for December is now available in the AWS Management Console. Amount due: $658.44.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
Your weekly digest from LinkedIn: Robert and 532 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"Hi Team, please welcome our new Senior Developer, Emily Smith, who joins us today!",Welcome New Team Member,hr@company.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Please join us for a lunch & learn presentation on GraphQL APIs this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Zero Trust Architecture,events@company.com,0
Your monthly AWS cloud infrastructure billing invoice for October is now available in the AWS Management Console. Amount due: $563.47.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Your Apple Store order #116-28873-72 is ready for pickup at Apple Store St. Petersburg.,Apple Store Pickup Ready #116-28873-72,no-reply@apple.com,0
"Dear customer, your Google account has been temporarily restricted due to unauthorized login attempts from IP 39.132.114.150. Please verify your identity immediately at http://g00gle-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@g00gle-security-check.com,1
"Security notice: Your Google Account was successfully accessed from a new device (Windows PC). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Dear customer, your Netflix account has been temporarily restricted due to unauthorized login attempts from IP 98.58.148.193. Please verify your identity immediately at http://netfl1x-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@netfl1x-security-check.com,1
"Urgent invoice payment overdue! Invoice #INV-45 for $3,378.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-45,billing@quickbooks-online-pay.com,1
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Your Spotify Premium receipt for this month ($457.95) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Your weekly digest from LinkedIn: Sarah and 907 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
"Urgent invoice payment overdue! Invoice #INV-41 for $3,414.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-41,billing@quickbooks-online-pay.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $1,766.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Hey team, just a reminder that our weekly Sales standup is scheduled for today at 2 PM on Zoom: https://zoom.us/j/2468846071.",Weekly Sales Standup,manager.sales@company.com,0
"Hi Team, please welcome our new Senior Developer, Emily Miller, who joins us today!",Welcome New Team Member,hr@company.com,0
Your Apple Store order #189-40827-56 is ready for pickup at Apple Store Moscow.,Apple Store Pickup Ready #189-40827-56,no-reply@apple.com,0
"FINAL NOTICE: Your Amazon subscription payment of $1,446.00 was declined. Update your credit card details immediately at http://amaz0n-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@amaz0n-billing-update.com,1
FINAL NOTICE: Your LinkedIn subscription payment of $872.00 was declined. Update your credit card details immediately at http://linkd1n-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@linkd1n-billing-update.com,1
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Hi James, your expense report for $555.88 has been approved by management and submitted to payroll.",Expense Report Approved: $555.88,finance@company.com,0
"Urgent invoice payment overdue! Invoice #INV-27 for $3,452.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-27,billing@quickbooks-online-pay.com,1
Please join us for a lunch & learn presentation on React Server Components this Thursday at 12 PM in Conference Room B.,Lunch & Learn: CI/CD Pipeline Security,events@company.com,0
"Hi David, thanks for submitting the pull request for feature #390. I left a few minor comments on GitHub: https://github.com/company/repo/pull/390.",Pull Request Review #390,dev-lead@company.com,0
URGENT: Your Microsoft 365 password expires in 1 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
Your Apple Store order #446-80854-66 is ready for pickup at Apple Store Moscow.,Apple Store Pickup Ready #446-80854-66,no-reply@apple.com,0
Your Jira ticket SAL-100 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: SAL-100,jira@company.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
"Hi Olivia, thanks for submitting the pull request for feature #63. I left a few minor comments on GitHub: https://github.com/company/repo/pull/63.",Pull Request Review #63,dev-lead@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your weekly digest from LinkedIn: Michael and 493 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
"Security notice: Your Google Account was successfully accessed from a new device (Linux Server). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"FINAL NOTICE: Your Amazon subscription payment of $2,354.00 was declined. Update your credit card details immediately at http://amaz0n-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@amaz0n-billing-update.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
"Hey team, just a reminder that our weekly Engineering standup is scheduled for today at 3 PM on Zoom: https://zoom.us/j/3252889529.",Weekly Engineering Standup,manager.engineering@company.com,0
Your Spotify Premium receipt for this month ($190.86) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"Hi Robert, your expense report for $450.80 has been approved by management and submitted to payroll.",Expense Report Approved: $450.80,finance@company.com,0
Your Apple Store order #354-37521-78 is ready for pickup at Apple Store St. Petersburg.,Apple Store Pickup Ready #354-37521-78,no-reply@apple.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Hey team, just a reminder that our weekly Marketing standup is scheduled for today at 5 PM on Zoom: https://zoom.us/j/9811112876.",Weekly Marketing Standup,manager.marketing@company.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
"Hi Michael, your expense report for $487.67 has been approved by management and submitted to payroll.",Expense Report Approved: $487.67,finance@company.com,0
"Security notice: Your Google Account was successfully accessed from a new device (iPhone 14 Pro). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,091.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Moscow, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your Jira ticket SAL-857 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: SAL-857,jira@company.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Dear customer, your Google account has been temporarily restricted due to unauthorized login attempts from IP 11.112.119.244. Please verify your identity immediately at http://g00gle-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@g00gle-security-check.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Moscow, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $3,604.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Your monthly AWS cloud infrastructure billing invoice for February is now available in the AWS Management Console. Amount due: $308.69.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
"Hello David, I need you to purchase 14 Apple Gift Cards ($1,846.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your order #258-20114-47 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=258-20114-47.,Your Order Has Shipped,shipping@amazon.com,0
Your Spotify Premium receipt for this month ($242.83) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $1,064.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"Security notice: Your Google Account was successfully accessed from a new device (Windows PC). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"Hi Team, please welcome our new Senior Developer, Sarah Wilson, who joins us today!",Welcome New Team Member,hr@company.com,0
"Hey team, just a reminder that our weekly Sales standup is scheduled for today at 4 PM on Zoom: https://zoom.us/j/6007691312.",Weekly Sales Standup,manager.sales@company.com,0
"Hello Emma, I need you to purchase 44 Apple Gift Cards ($579.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
"Hey team, just a reminder that our weekly Marketing standup is scheduled for today at 8 PM on Zoom: https://zoom.us/j/3145455118.",Weekly Marketing Standup,manager.marketing@company.com,0
Your Spotify Premium receipt for this month ($470.21) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"Hi James, your expense report for $695.95 has been approved by management and submitted to payroll.",Expense Report Approved: $695.95,finance@company.com,0
Your Jira ticket SAL-620 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: SAL-620,jira@company.com,0
Your order #443-84120-94 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=443-84120-94.,Your Order Has Shipped,shipping@amazon.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $4,231.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Hi Alex, attached is the updated project roadmap for Q4. Please review before our sync meeting tomorrow at 1 PM.",Q4 Project Roadmap Review,alex.davis@company.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Warning: Unusual sign-in activity detected on your Google Account from St. Petersburg, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your order #155-49948-77 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=155-49948-77.,Your Order Has Shipped,shipping@amazon.com,0
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
"Urgent invoice payment overdue! Invoice #INV-45 for $1,317.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-45,billing@quickbooks-online-pay.com,1
"Hi Team, please welcome our new Senior Developer, Alex Wilson, who joins us today!",Welcome New Team Member,hr@company.com,0
URGENT: Your Microsoft 365 password expires in 35 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Urgent invoice payment overdue! Invoice #INV-8 for $4,317.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-8,billing@quickbooks-online-pay.com,1
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Lagos, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"FINAL NOTICE: Your Google subscription payment of $3,927.00 was declined. Update your credit card details immediately at http://g00gle-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@g00gle-billing-update.com,1
"FINAL NOTICE: Your Google subscription payment of $4,081.00 was declined. Update your credit card details immediately at http://g00gle-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@g00gle-billing-update.com,1
"Hello Olivia, I need you to purchase 27 Apple Gift Cards ($2,973.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Your Spotify Premium receipt for this month ($553.83) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
URGENT: Your Microsoft 365 password expires in 10 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"FINAL NOTICE: Your LinkedIn subscription payment of $4,204.00 was declined. Update your credit card details immediately at http://linkd1n-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@linkd1n-billing-update.com,1
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
FINAL NOTICE: Your PayPal subscription payment of $582.00 was declined. Update your credit card details immediately at http://paypa1-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@paypa1-billing-update.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Shenzhen, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your Jira ticket CYB-745 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: CYB-745,jira@company.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
FINAL NOTICE: Your Apple subscription payment of $689.00 was declined. Update your credit card details immediately at http://app1e-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@app1e-billing-update.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Your Slack verification code is 768-457. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
Your Apple Store order #552-54392-98 is ready for pickup at Apple Store Lagos.,Apple Store Pickup Ready #552-54392-98,no-reply@apple.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,020.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
URGENT: Your Microsoft 365 password expires in 37 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
Your Spotify Premium receipt for this month ($174.94) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Your Spotify Premium receipt for this month ($589.88) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"FINAL NOTICE: Your Apple subscription payment of $2,035.00 was declined. Update your credit card details immediately at http://app1e-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@app1e-billing-update.com,1
Your Spotify Premium receipt for this month ($138.76) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
FINAL NOTICE: Your Apple subscription payment of $271.00 was declined. Update your credit card details immediately at http://app1e-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@app1e-billing-update.com,1
Your Apple Store order #192-29750-11 is ready for pickup at Apple Store Bucharest.,Apple Store Pickup Ready #192-29750-11,no-reply@apple.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"Dear customer, your Amazon account has been temporarily restricted due to unauthorized login attempts from IP 212.36.34.65. Please verify your identity immediately at http://amaz0n-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@amaz0n-security-check.com,1
"Hey team, just a reminder that our weekly HR standup is scheduled for today at 4 PM on Zoom: https://zoom.us/j/1085025186.",Weekly HR Standup,manager.hr@company.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Hi Team, please welcome our new Senior Developer, Jessica Miller, who joins us today!",Welcome New Team Member,hr@company.com,0
"Hi Michael, your expense report for $468.51 has been approved by management and submitted to payroll.",Expense Report Approved: $468.51,finance@company.com,0
"Hi Olivia, your expense report for $620.13 has been approved by management and submitted to payroll.",Expense Report Approved: $620.13,finance@company.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
"Security notice: Your Google Account was successfully accessed from a new device (MacBook Air). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Hi Sophia, your expense report for $771.49 has been approved by management and submitted to payroll.",Expense Report Approved: $771.49,finance@company.com,0
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $3,240.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Hi Jessica, thanks for submitting the pull request for feature #61. I left a few minor comments on GitHub: https://github.com/company/repo/pull/61.",Pull Request Review #61,dev-lead@company.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,683.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"Urgent invoice payment overdue! Invoice #INV-48 for $3,616.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-48,billing@quickbooks-online-pay.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
"Hi James, thanks for submitting the pull request for feature #921. I left a few minor comments on GitHub: https://github.com/company/repo/pull/921.",Pull Request Review #921,dev-lead@company.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Beijing, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"Dear customer, your Facebook account has been temporarily restricted due to unauthorized login attempts from IP 218.129.98.132. Please verify your identity immediately at http://faceb00k-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@faceb00k-security-check.com,1
"Security notice: Your Google Account was successfully accessed from a new device (iPhone 14 Pro). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Hello James, I need you to purchase 34 Apple Gift Cards ($529.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
"Hi Jessica, attached is the updated project roadmap for Q3. Please review before our sync meeting tomorrow at 6 PM.",Q3 Project Roadmap Review,jessica.davis@company.com,0
Your Uber ride receipt for Monday evening is ready. Total: $792.25. View trip details at https://www.uber.com/trips.,Your Monday Evening Trip with Uber,receipts@uber.com,0
Your Jira ticket PRO-263 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: PRO-263,jira@company.com,0
Your weekly digest from LinkedIn: Robert and 851 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $1,352.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Your order #311-77880-56 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=311-77880-56.,Your Order Has Shipped,shipping@amazon.com,0
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
"Hello Jessica, I need you to purchase 15 Apple Gift Cards ($3,854.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
"Dear customer, your Apple account has been temporarily restricted due to unauthorized login attempts from IP 10.57.182.188. Please verify your identity immediately at http://app1e-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@app1e-security-check.com,1
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
FINAL NOTICE: Your Amazon subscription payment of $609.00 was declined. Update your credit card details immediately at http://amaz0n-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@amaz0n-billing-update.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Your order #701-13046-82 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=701-13046-82.,Your Order Has Shipped,shipping@amazon.com,0
"Hello Sarah, I need you to purchase 20 Apple Gift Cards ($3,102.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your weekly digest from LinkedIn: Daniel and 786 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"Hi Sarah, your expense report for $108.38 has been approved by management and submitted to payroll.",Expense Report Approved: $108.38,finance@company.com,0
"Dear customer, your Amazon account has been temporarily restricted due to unauthorized login attempts from IP 61.162.67.120. Please verify your identity immediately at http://amaz0n-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@amaz0n-security-check.com,1
Your Apple Store order #121-26531-29 is ready for pickup at Apple Store Bucharest.,Apple Store Pickup Ready #121-26531-29,no-reply@apple.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"Hey team, just a reminder that our weekly Product standup is scheduled for today at 6 PM on Zoom: https://zoom.us/j/3157259270.",Weekly Product Standup,manager.product@company.com,0
